Feeling,input
sad,": the australian demon ed ""rt : chica was a bad and chased a squirrel into the street... so i punished her by removing her ability to walk. she loves walki…"""
sad,": . ed ""rt : my friends’ sadness is also my sadness but i’ll make u laugh when u’re down bc ily v much 🥺♥️"""
sad,": green ed ""rt : book bargain alert: two books that'll have you crying tears of laughter, happiness & sadness for under £💕📚💗the letter…"""
sad,": hardy ed ""and, as for me, shall i not sing,of the teabag, in the cup, that burst?swirling brown grit in a tiny vortex,sadness and no coffee in the house."""
sad,": have?? a job??? 🐬🖥 ed ""rt : chica was a bad and chased a squirrel into the street... so i punished her by removing her ability to walk. she loves walki…"""
sad,": @➺ ᕕ( ᐛ )ᕗ ed ""rt : chica was a bad and chased a squirrel into the street... so i punished her by removing her ability to walk. she loves walki…"""
sad,": ed ""rt : 그건 원래 알고 있던 사실이고. 짜증나게 발정난 개새끼 마냥 더러운 말 했거든? 이러고도 그냥 무시해? 엄마 같으면 넘어가?"""
sad,": is back ed ""lucifer getting upset about being betrayed so he shows his sadness in anger wow i would die for him lucifer luciferseason"""
sad,": ed ""rt : only music can save me from sadness."""
sad,": 𝕪𝕠𝕦  ed ""rt : chica was a bad and chased a squirrel into the street... so i punished her by removing her ability to walk. she loves walki…"""
sad,": christian ed ""rt : massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry an…"""
sad,": cindy ed ""“…you were made sorrowful to the point of repentance; for you were made sorrowful according to the will of god…for the sorrow that is according to the will of god produces a repentance without regret, leading to salvation…” ( corinthians :-)."""
sad,": ed ""rt : massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry an…"""
sad,": michaelis ed """"a kiss for you that is sorrowful. a goodbye for you that is loved."" -heuristic"""
sad,": | raymond ed ""rt : massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry an…"""
sad,": emile ed ""rt : massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry an…"""
sad,": kagabo ed ""rt : massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry an…"""
sad,": emmanuel🇷🇼👍 ed ""rt : massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry an…"""
sad,": @[개위]탈덕하지 못해 슬픈 짐승 ed ""설마 저 시나몬 스틱이 내가 생각하는 그거 맞는지"""
sad,": peninnah ed ""rt : massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry an…"""
sad,": survivors | gaerg ed ""massamba intore: there is no tragedy like an extermination. it is sorrowful to be born and raised in a family, to marry and have your own children, and finally, there is no one in the world to remember even your name because your family has been exterminated.ntukazime kwibuka"
sad,": tope ibrahim ed ""annie idibia’s father dies of cancer: annie idibia is quite is a sorrowful mood as she lost…"
sad,": @[개위]탈덕하지 못해 슬픈 짐승 ed ""rt : モーさん「びびったじゃねーか！！！！！！！！」"
sad,": news globe ed ""“sorrowful” derbyshire shoplifter with a drug habit is put behind bars -"
sad,": times ed ""“sorrowful” derbyshire shoplifter with a drug habit is put behind bars"
sad,": & heanor news ed ""“sorrowful” derbyshire shoplifter with a drug habit is put behind bars"
sad,": news ed ""“sorrowful” derbyshire shoplifter with a drug habit is put behind bars"
sad,": ed ""annie idibia’s father dies of cancer: annie idibia is quite is a sorrowful mood as she lost…"
sad,": mercury ed ""“sorrowful” derbyshire shoplifter with a drug habit is put behind bars"
sad,": advertiser ed ""“sorrowful” derbyshire shoplifter with a drug habit is put behind bars"
sad,": ed ""memorialday in jerusalem israel . tragic, sorrowful, beautiful moment in our beautiful, complicated, blessed country. may the memories of the fallenheros be blessed. idf"
sad,": pablo ed ""rt : if you only knew how much i love you, you would spread the others with your love; you would try to achieve the salvation…"""
sad,": advertiser ed ""“sorrowful” derbyshire shoplifter with a drug habit is put behind bars"
sad,": ed ""rt : “the qur’an absorbs sadness (& grief) from the heart like a sponge. if you read the qur’an while sorrowful (& disheartened…"""
sad,": is my cat ed ""rt : we are witnessing the end of america as we know it. i am very sorrowful and sad."""
sad,": ن ed ""rt : i agree, it changed my life. this page was a great resource for me getting started. it's a guid…"""
sad,": louis ndirangu ed "" why not ? i thought to relish the entire rosary one needs to say the joyful, luminous, sorrowful and glorious mysteries."""
sad,": khan ed ""sorrowful situation in tounsa sharif"
sad,": ed ""rt : waking up with what seems to be the weight of the world on your chest is real; you feel it right there, above your hea…"""
sad,": town ed "" for the sake of his sorrowful passion do something to remove this grotesque sin from the church. invoke st joseph the terror of demons to intervene."
sad,": sparrows ed ""rt : ""and they began to be sorrowful, and to say unto him one by one, [is] it i? and another [said, is] it i?"" ~mark : f…"""
sad,": way ❄️ ed ""rt : ""and they began to be sorrowful, and to say unto him one by one, [is] it i? and another [said, is] it i?"" ~mark : f…"""
sad,": way ❄️ ed ""rt : ""and they began to be sorrowful, and to say unto him one by one, [is] it i? and another [said, is] it i?"" ~mark : f…"""
sad,": shepherd ✝️ ed """"and they began to be sorrowful, and to say unto him one by one, [is] it i? and another [said, is] it i?"" ~mark : faith bible god"""
sad,": art bot ed ""rt : pretty happy with this pixelart i made, my inspiration was unlimited blade works from the fateseries. i always liked the…"""
sad,": ed "" i'm halfway through it, and will probably binge the rest tonight. (the whole show is  x  minute episodes.) simultaneously funny and sorrowful, and very human."""
sad,": sparrows ed ""rt : ""and saith unto them, my soul is exceeding sorrowful unto death: tarry ye here, and watch."" ~mark : jesus hope bi…"""
sad,": shepherd ✝️ ed """"and saith unto them, my soul is exceeding sorrowful unto death: tarry ye here, and watch."" ~mark : jesus hope bible"""
sad,": ed "" yeah, it's weird, but there's also no ""i see your sorrow, i am sorrowful for you, but i have no words to offer, so here's a small token to say 'i see you' """""
sad,": ed ""もっと私の背が大きければいつだって同じ目線でいられるのに。もっと私の手が大きければ手を包み込んであげられるのに。もっとこの両腕が長ければ、しっかりと抱きしめてあげられるのに。この目がこの手がこの足、わたしの全てがあなたの為に在ればいいのに。あなたのための私で在りたいのに。"""
sad,": ed ""pretty happy with this pixelart i made, my inspiration was unlimited blade works from the fateseries. i always liked the idea of a sword graveyard, its beautiful yet sorrowful."
